index,NCT,Sponsor,Title,Summary,Start_Year,Start_Month,Phase,Enrollment,Status,Condition
47,NCT00070655,Sanofi,"The AMADEUS Trial, A Multicenter, Randomized, Open-label, Assessor Blind, Non-inferiority Study Comparing the Efficacy and Safety of Once-weekly Subcutaneous Idraparinux (SR34006) With Adjusted-dose Oral Vitamin-K Antagonists in the Prevention of Thromboembolic Events in Patients With Atrial Fibrillation","This trial will include patients who have a heart condition called atrial fibrillation. Atrial fibrillation is an abnormal rhythm (irregular beat) in the heart. Patients with atrial fibrillation have an increased chance for a blood clot to form in the heart and move to other blood vessels in the body and cause obstruction. This obstruction may damage tissue. For example, a blood clot plugging a vessel in the brain could cause a stroke. Therefore, patients with atrial fibrillation may be given anticoagulant (blood-thinning) tablets such as warfarin or acenocoumarol. The purpose of this study is to compare the safety and effectiveness of a new injectable anticoagulant drug that is administered once weekly, SR34006 with warfarin or acenocoumarol tablets. Assignment to either SR34006 Injection or vitamin K antagonist (warfarin or acenocoumarol) tablets will be purely by chance and will be known by both patients and their doctors.",2003,9,Phase 3,4673,Completed,Atrial Fibrillation
48,NCT00071188,Sanofi,"A Randomized, Partially Blinded, Phase II Study to Assess the Safety, Tolerability and Efficacy of ZD6474 Alone or in Combination With Paclitaxel and Carboplatin in Subjects With Previously Untreated Locally Advanced or Metastatic Non-small Cell Lung Cancer (NSCLC)",The purpose of the run-in phase of this study is to determine the appropriate and tolerable dose of ZD6474 (200mg or 300mg) to be administered in combination with paclitaxel and carboplatin in subjects with previously untreated locally advanced or metastatic NSCLC. This phase of the trial is closed to enrollment. The purpose of the randomized phase of this study is to determine the efficacy of ZD6474 alone versus that of ZD6474 in combination with paclitaxel and carboplatin versus that of paclitaxel and carboplatin alone in subjects with previously untreated locally advanced or metastatic NSCLC. This phase of the trial is closed to enrollment.,2004,2,Phase 2,0,Completed,"Carcinoma, Non-Small-Cell Lung"
49,NCT00071279,Sanofi,"The Van Gogh-extension Trial, a Multicenter, International, Randomized, Double-blind, Study Comparing the Efficacy and Safety of Once-weekly Subcutaneous SR34006 With Placebo in the Long-term Prevention of Symptomatic Venous Thromboembolism in Patients With Symptomatic Pulmonary Embolism or Deep-vein Thrombosis Who Completed 6 Months of Treatment With Vitamin K Antagonist or SR34006","Patients diagnosed with pulmonary embolism (blood clot in the lung) or deep vein thrombosis (blood clot in a leg vein) are at risk for these blood clots to reoccur. Anticoagulant (blood-thinning) drugs are normally given immediately after the clot is discovered and are continued for a period of 3 or 6 months during which time the risk for recurrence is highest. Research has shown that when oral anticoagulants are used appropriately during this period, patients are less at risk for a recurrent blood clot and this risk reduction outweighs the potential for bleeding to occur. In this study, patients who had a blood clot in the lung or in a leg vein and completed 6 months of treatment with daily oral vitamin K antagonists (acenocoumarol or warfarin) or once-weekly injections of SR34006 (a new anticoagulant drug) will receive an additional 6 months of once-weekly SR34006 injections or injections of a solution containing no drug (placebo). This trial will evaluate whether patients treated for an additional 6 months with SR34006 have fewer recurrences of blood clots when compared to patients treated with placebo. Assignment to either SR34006 or placebo will be purely by chance. Neither the patients nor their doctors will know which treatment is being given.",2003,11,Phase 3,1215,Completed,Pulmonary Embolism
50,NCT00074932,Sanofi,Expanded Access Use of Myozyme (Alglucosidase Alfa) in Patients With Late-onset Pompe Disease,"Pompe disease (also known as glycogen storage disease Type II) is caused by a deficiency of a critical enzyme in the body called acid alpha-glucosidase (GAA). Normally, GAA is used by the body's cells to break down glycogen (a stored form of sugar) within specialized structures called lysosomes. In patients with Pompe disease, an excessive amount of glycogen accumulates and is stored in various tissues, especially heart and skeletal muscle, which prevents their normal function. The objective of this protocol is to provide enzyme replacement therapy with alglucosidase alfa on an expanded access basis, to severely affected patients with late-onset Pompe disease for whom there is no alternative treatment and who do not meet the clinical characteristics described in the inclusion criteria for participation in other Genzyme Corporation-sponsored studies currently enrolling patients with late-onset Pompe disease.",2004,11,,9,Completed,Glycogen Storage Disease Type II
51,NCT00074958,Sanofi,"A Multi-center, Phase 2, Open-Label Study of Fabrazyme (Recombinant Human a-Galactosidase A) Replacement Therapy in Pediatric Patients With Fabry Disease","People with Fabry disease have an alteration in their genetic material (DNA) which causes a deficiency of the a-galactosidase A enzyme. This enzyme helps to break down and remove certain types of fatty substances called ""glycolipids"". These glycolipids are normally present within the body in most cells. In people with Fabry disease, glycolipids build up in various tissues such as the liver, kidney, skin, and blood vessels because a-galactosidase A is not present, or is present in small quantities. The build up of glycolipid levels (also referred to as ""globotriaosylceramide"" or ""GL-3"") in these tissues is thought to cause the clinical symptoms that are common to Fabry disease. Symptoms commonly appear during childhood with pain in the hands and feet. This study explored the safety, efficacy and pharmacokinetics of Fabrazyme in pediatric patients aged between 7 and 15 years.",2002,10,Phase 2,16,Completed,Fabry Disease
52,NCT00074971,Sanofi,"A Multi-center, Open-Label Extension Study of the Safety and Efficacy of Recombinant Human a-Galactosidase A (r-haGAL) Replacement in Patients With Fabry Disease","People with Fabry disease have an alteration in their genetic material (DNA) which causes a deficiency of the a-galactosidase A enzyme. Fabrazyme is a drug that helps to breakdown and remove certain types of fatty substances called ""glycolipids."" These glycolipids are normally present within the body in most cells. In Fabry disease, glycolipids build up in various tissues such as the liver, kidney, skin, and blood vessels because a-galactosidase A is not present, or is present in small quantities. The build up of glycolipid (""globatriaosylceramide"" or ""GL-3"") levels in these tissues in particular is thought to cause the clinical symptoms that are common to Fabry disease. This study will test the safety and efficacy of Fabrazyme in the treatment of patients with Fabry disease.",1999,10,Phase 3,58,Completed,Fabry Disease
53,NCT00074984,Sanofi,"Multi-Center, Randomized, Double-Blind, Placebo-Controlled Study of the Safety and Efficacy of Fabrazyme on Progression of Renal Disease and Significant Clinical Events in Patients With Fabry Disease","People with Fabry disease have an alteration in their genetic material (DNA) which causes a deficiency of the a-galactosidase A enzyme. Fabrazyme (agalsidase beta) is a drug that helps to breakdown and remove certain types of fatty substances called ""glycolipids."" These glycolipids are normally present within the body in most cells. In Fabry disease, glycolipids build up in various tissues such as the liver, kidney, skin, and blood vessels because a-galactosidase A is not present, or is present in small quantities. The build up of glycolipid (""globotriaosylceramide"" or ""GL-3"") levels in these tissues in particular is thought to cause the clinical symptoms that are common to Fabry disease. This study will test the safety and efficacy of Fabrazyme in the treatment of patients with Fabry disease.",2001,2,Phase 4,82,Completed,Fabry Disease
54,NCT00077753,Sanofi,"A Double-Blind, Placebo-Controlled, Parallel, Multicenter Study on Extended VTE Prophylaxis in Acutely Ill Medical Patients With Prolonged Immobilization","Primary objective: - To demonstrate the superiority of extended VTE prophylaxis with enoxaparin 40mg sc qd for 28 ± 4 days, compared to placebo, both following 10 ± 4 days of initial treatment with enoxaparin 40mg sc qd Secondary objectives: - To assess the reduction in mortality rate at the end of the double-blind treatment period, at 3 (90 ± 10 days) and at 6 (180 ± 10 days) months from the time of entry to the study, in patients on extended prophylaxis - To assess the incidence of VTE at 3 months (90 ± 10 days) from the time of randomization to the study - To evaluate the safety of extended enoxaparin VTE prophylaxis in acutely ill medical patients with prolonged immobilization. Safety evaluation includes: - Major and minor hemorrhage - Heparin induced thrombocytopenia - Serious adverse events - To assess differences in levels of health-care utilization and cost between patients receiving extended VTE prophylaxis versus those receiving placebo.",2002,2,Phase 4,4726,Completed,Venous Thromboembolism
55,NCT00077792,Sanofi,"A Randomized, Double-Blind, Double-Dummy , Parallel Group, Multinational, Clinical Study to Evaluate the Efficacy and Safety of Enoxaparin Versus Unfractionated Heparin in Patients With Acute ST-Segment Elevation Myocardial Infarction Receiving Fibrinolytic Therapy",The primary objective of the study is to determine whether enoxaparin compared to unfractionated heparin will reduce the composite endpoint of all-cause mortality and non-fatal myocardial re-infarction within 30 days after randomization in patients with acute ST-segment elevation myocardial infarction who are eligible to receive fibrinolytic therapy,2002,10,Phase 3,20506,Completed,Myocardial Infarction
56,NCT00077805,Sanofi,"An Open-Label, Randomized, Parallel-Group, Multi-Center Study to Evaluate the Efficacy and Safety of Enoxaparin Versus Unfractionated Heparin in the Prevention of Venous Thromboembolism in Patients Following Acute Ischemic Stroke","Primary objective: - To demonstrate superiority of enoxaparin 40 mg sc qd in the prevention of VTE compared to UFH (unfractionated heparin) 5000 U sc q12 hours given for 10 ± 4 days following acute ischemic stroke. Secondary objectives: - To compare the incidence of VTE between the 2 treatment groups at 30, 60, and 90 days from the time of randomization - To compare neurologic outcomes between the 2 treatment groups, including incidence of stroke recurrence, rate of stroke progression, and patient functional status, during the 10 ± 4 days of treatment, and after 30, 60, and 90 days from the time of randomization - To evaluate the safety of using enoxaparin compared to UFH for VTE prevention in patients following acute ischemic stroke",2003,8,Phase 4,0,Completed,Stroke
57,NCT00077818,Sanofi,"A Prospective, Open-label, Randomized, Parallel-group Investigation to Evaluate the Efficacy and Safety of Enoxaparin Versus Unfractionated Heparin in Subjects Who Present to the Emergency Department With Acute Coronary Syndrome","The purpose of this study is to determine the efficacy and safety of enoxaparin compared to unfractionated heparin (UFH) for patients diagnosed with Acute Coronary Syndrome (ACS) in the emergency department (ED). Efficacy is assessed by using a composite score consisting of 30-day all-cause mortality, non-fatal myocardial infarction (MI) and recurrent angina requiring revascularization.",2002,6,Phase 4,0,Completed,Acute Coronary Syndrome
